chain,draw,warmup,alpha_2,beta_2[1],beta_2[2],beta_2[3],coeffs_2[1],coeffs_2[2],coeffs_2[3],coeffs_2[4],kappa_2,alpha_3,beta_3[1],beta_3[2],beta_3[3],coeffs_3[1],coeffs_3[2],coeffs_3[3],coeffs_3[4],kappa_3,alpha_4,beta_4[1],beta_4[2],beta_4[3],coeffs_4[1],coeffs_4[2],coeffs_4[3],coeffs_4[4],kappa_4,lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__
0,0,0,-6.3488812274537585,0.7504864833530525,0.1882531206679883,-0.0578111596673497,-0.3105067376104591,-0.021706090587538838,-0.21970903511338385,9.386795048588416,165.48691910437836,-17.040142364087323,-0.3477481005150281,0.09348410611275668,-0.3841797858705993,8.3602474512089,0.42239516691139517,-0.27875850274515207,5.688488207478778,102.09509855658867,-15.552039006314809,-0.36341171713052295,0.11930126649660817,-0.1044421661708186,-0.9713606482889736,0.2897312981653672,-0.012145934146019926,10.75035865390375,114.88805146306916,164.63291811274453,0.9127138141035043,0.014192588457407068,8,255,0,-152.01433392463065
0,1,0,-4.8337065828065295,0.7477712981901377,0.21769235258167915,-0.09330354660054267,-0.4451009050618859,0.009895952313781913,-0.3448081202569212,7.527249510193943,181.43031687772645,-8.540818729681146,-0.09491234369717923,0.23432095588616858,-0.3801467264168964,7.00260345788037,0.4458600750006962,-0.294533906570847,-3.1998371944408897,117.59877657828784,-20.92882066968436,-1.2597871962908074,0.318045475692082,-0.0534899902498372,-1.655239215690332,0.09372415823833988,0.5050065643886702,17.13440701561154,102.1969182338876,163.47255395360892,0.9976720104203188,0.014192588457407068,7,255,0,-155.53622080036675
0,2,0,-4.413921640762543,0.5956069685549291,0.18202466395861122,-0.04441982379631121,-1.0395334316126406,-0.007180732941975293,-0.20026654765977076,7.232710813249214,195.2911224858536,-16.271691215655306,-0.39082179389137783,0.053186889612684904,-0.4591781565403593,9.52606127027573,0.48288151781994815,-0.3827856738952917,2.6260765423351593,106.78416783849549,-2.24782502724278,-0.37132988796165034,0.17767752527649555,-0.2533578003080043,11.803476336670604,-0.3180903595429611,-0.9317680102576402,-14.515353497019486,133.44863545777335,167.204725046706,0.999988242571757,0.014192588457407068,8,255,0,-149.41622062354202
0,3,0,-6.320234886733025,0.5238654064919341,0.16561114901677257,-0.11265859383470309,0.1834556641258575,0.04244783385472774,-0.22471163566214208,7.49203909541374,163.40636812766314,-14.228891629169523,-0.3798643382141238,0.3039684082171547,-0.4902033235239648,6.848738558713134,0.5678648557279597,-0.3997507106369733,2.6897014893604667,107.1825161543936,-12.823536815889556,-1.1288208227954681,0.04128096574701196,-0.031508938399907316,2.449252521610818,-0.10382326102225443,0.2515200930597396,3.474983396945785,204.59989646312624,168.738550829776,0.9879558520320012,0.014192588457407068,8,255,0,-155.03381075404627
0,4,0,-5.633088674648514,0.7555554841712283,0.23185606530234854,-0.09904153794181579,-1.3923297513773145,0.04252902478670851,-0.3780043695530504,9.353154340249077,169.52902332829967,-9.825960913108442,-0.806667113430887,0.04061235382245164,-0.34685284466609106,10.324424669980337,0.47594085772465233,-0.12830211621731522,-7.096075702541591,108.58733948328967,-25.040920818119524,-0.7537385602835702,-0.3623635233122714,-0.3350408960659892,12.996755664768969,0.07156301439536457,-1.5402749926299495,10.816811321606187,320.4972408119519,169.7661773202498,0.836800981503812,0.014192588457407068,9,511,0,-156.7820454560239
0,5,0,-8.28822833976825,0.6787439447563669,0.197247579429872,-0.1250196483190087,-0.5140311710599387,0.016197198393219574,-0.34670179031793874,11.508698670233384,143.51777465843844,-11.577743797607283,-0.3730295165513614,0.19098235877134706,-0.35946780914223264,8.021868603866306,0.45404792852687664,-0.2173154391991648,-0.9361647723116816,100.91031262347073,-9.032131587363667,-1.260186062142643,-0.01596151464832772,0.13903423514619823,2.5530500428431604,-0.25759585423248826,-0.018864340622099292,1.4921459222031372,154.08230769566111,166.981104100639,0.9172457813126341,0.014192588457407068,8,511,0,-156.04905464149311
0,6,0,-5.7617589206581465,0.2905237950407149,0.14424320358627107,-0.10439046649896941,0.6841250466228679,0.0457895524864043,-0.28122260195702925,6.106694801572396,151.4139447592028,-13.886945856551717,-0.5395247320898862,0.10973208288692832,-0.44145876979218074,9.832435221319908,0.48385055410912003,-0.3818387999849449,-0.44864092772868086,104.4692761194677,-21.266322217015905,0.34309625571192703,-0.20574662269502814,-0.1676727831008413,7.832002627174248,0.015564907410535674,-0.8106734426279841,12.373845903420131,192.91142178374355,167.00548791332602,0.7981868666561464,0.014192588457407068,8,255,0,-151.15213500404667
0,7,0,-5.412477833907249,0.874538217338868,0.2334244285332083,-0.09077058188866634,-1.2047607156492277,-0.06216397099526035,-0.3301420737345939,9.316645831145658,155.70832769202053,-17.35937228129989,0.1951372971173453,0.4381308543877945,-0.4763680479174413,7.672992574959089,0.36352517506446014,-0.6795598147381872,9.662865461347101,100.12673996674071,-20.3245657053497,-1.3185419344212033,-0.01610201704562816,-0.13668590443644946,7.443936834676139,-0.07935195180820791,0.12021872245307855,7.468483076210348,250.52020368967294,162.65843657355916,0.9865960616459252,0.014192588457407068,8,511,0,-147.71691494862338
0,8,0,-4.7206648803795055,0.6023563142348671,0.14830190077159255,-0.10849268154180831,-0.49628895377345306,0.0750529494408701,-0.3796606976342077,6.633422851151644,156.74066811014657,-19.043944830543396,0.37366604681663895,0.19151056752804063,-0.5050316849271818,8.304876325535083,0.5999067065848175,-0.3327954110864311,7.7897929644599175,112.87002531645572,-14.24622212693871,0.3520097471831482,-0.16821996538545783,-0.3488025023233672,8.319988604770112,0.16453448055412467,-1.0541965631294725,1.3070320867872347,125.14786741265699,164.4576564465905,0.8887405312888607,0.014192588457407068,8,255,0,-149.5118713518335
0,9,0,-4.762670332755586,0.5087810086982122,0.15215439752008192,-0.059591673071521786,-0.2318694215036153,-0.08896881281623935,-0.13771600344554438,6.549582993951836,233.15013172762278,-13.51602403304701,-0.8648276352354889,0.09272003494855273,-0.4718229015592741,10.80653222978515,0.7216589691774694,-0.3574558653212548,-4.183063966707747,103.34237968298986,-23.48147817923113,-0.2601070563179511,0.038686097625389444,-0.2911541584950939,5.3216226500473445,0.028764585030007707,-0.3115170614805545,14.141311311953263,220.66950552571433,167.77121828443362,0.9661643358067196,0.014192588457407068,8,255,0,-155.5069880427306
0,10,0,-3.3935262042260517,0.6030866935422172,0.20840138282762133,-0.07798826734774032,-0.9944978022551249,-0.018846023585220164,-0.31024710385142173,5.955613364412416,145.37540790806852,-11.253678388146882,-0.2530761610915207,0.09081396357668114,-0.3212024758914094,8.437292099926825,0.4020922413529253,-0.15659950477583776,-1.6749522162947823,117.20177906612365,-15.144463090917966,-0.9349764728945139,-0.12968194264487154,-0.12063868191261538,13.724277258377889,-0.7643557092663518,-1.0972345747004841,1.5350472600023244,172.6362559481696,166.75316985074102,0.8965717614600913,0.014192588457407068,8,255,0,-152.5009016587078
0,11,0,-4.1630731181478975,0.6001398975762309,0.2176941919814543,-0.056461606912676675,-1.3208527720098553,-0.0021071893841365695,-0.22023411566860263,7.202092679523335,179.78380486040675,-13.12694548133685,-0.6495326773812253,-0.005523610154782915,-0.4381476737630079,8.87852393543095,0.5442887226047614,0.08129962098504605,-3.5339354590830054,104.77694913335186,-7.1298105497561375,-0.3112539504849078,-0.1536366362959966,0.08537749731156083,11.257851492223143,-0.7174933975967214,-0.7703504919246942,-2.923324391240268,144.5442531869353,168.207824860355,0.9837171555881349,0.014192588457407068,8,511,0,-156.36954718855412
0,12,0,-4.19188434075302,0.7131392519273353,0.1694889238571928,-0.07782654172858812,-0.23715444239983338,-0.04272333453540438,-0.2674267435537022,6.289045352289306,171.3744574495155,-5.445521590926385,-0.637478813871017,0.014595324569032123,-0.2582327728089429,10.154693801024735,0.43629655019981123,-0.009567597204011517,-11.473027358625092,129.54188703060228,-10.582225183599522,0.12242324197370495,-0.07270772903926442,-0.1407604276828379,4.970491224192214,0.12341272639471071,-0.3353742346037706,-0.04667073627079037,112.07771713924534,170.79297870306564,0.9969328096285304,0.014192588457407068,8,255,0,-156.63589031240372
0,13,0,-3.564320046735072,0.6863307250514262,0.20630874940490354,-0.0587295261600917,-0.8049781950956296,-0.08734309924872567,-0.18570249565027394,6.125485313909552,254.040783252512,-4.7580758957332225,-1.0348008070999697,-0.002336477278254226,-0.26673238889686146,7.454694299274354,0.4901366982734258,-0.10532108968222564,-10.518437711638406,112.11972822904923,-10.209071965059278,-1.0236717511700695,-0.0749196558973284,-0.06564446552219322,3.7650923923289663,0.12163042228369642,-0.7575872170532201,1.0209275390205763,103.31958455688154,164.6067832927144,0.9963361965044897,0.014192588457407068,8,255,0,-158.4792835165972
0,14,0,-6.875024961750156,0.5054840871045035,0.11221870810673484,-0.10811130432236116,0.8381970552654512,0.028501255009203637,-0.30180304127857144,7.80040698041592,135.57510963534907,-15.006560502503815,-0.31993861961339065,0.06840743012873908,-0.45754779230941195,9.544484399042299,0.2882465514775925,-0.23993165717465087,1.4394731697087049,112.44440455545916,-3.200237255245485,0.10714401153678497,0.004458247183028383,-0.06453999746381026,8.70092258104035,-0.7560753583156273,0.18067701786779897,-12.019787184194298,417.6733990300393,159.5313411065715,0.9834383513602654,0.014192588457407068,8,255,0,-150.0171901369944
0,15,0,-6.575093018333368,0.5329872313377507,0.17473492714458408,-0.09896729169896915,-0.1083002101940025,-0.02982860638215832,-0.10411397190635811,8.087514276660887,209.83553006405108,-13.900673145717384,-0.22686283072285768,0.12104582953835834,-0.46814894289095377,7.795023107231417,0.5927651829987806,-0.43125814815041214,0.9628895157019148,111.69662916163432,-7.9810765871378475,-0.7448664511608839,-0.29531149606707446,0.24846290431066376,9.80081171364441,-0.9111681859340274,-0.9443126753545901,0.31113602599729034,103.01157249614553,161.5718629628404,0.8051570000543318,0.014192588457407068,8,255,0,-145.76128249791006
0,16,0,-3.7901834304118203,0.5028361095509438,0.17394011317665956,-0.07802521740038376,0.29230327468752754,-0.03757569452753927,-0.31567684005971863,5.179802713677731,170.70433356632986,-12.798275479907517,-0.8461485218321148,0.1428809148160259,-0.4013628174714081,8.86059885155001,0.49747925432827195,-0.34281406060591585,-1.0171789904869977,111.5489051930201,-10.19886116589001,0.41863925992992446,-0.10988443933265468,-0.13044898018071452,12.444528190482588,-0.9823659895107769,-1.217873162891535,0.5972934728513563,104.64497531687192,166.2374640463079,0.9942106968061585,0.014192588457407068,8,255,0,-154.57033505945765
0,17,0,-5.051334491861922,0.5745862015682429,0.1550006437953672,-0.04876041834522452,-0.732809934205429,-0.03476169952213077,-0.11054369827404996,7.367067654839109,194.74660476258555,-12.356750711292065,-1.2683546557167202,-0.1510398762690509,-0.38841787876581957,12.227808819578502,0.5649961351388434,-0.08605603047967622,-8.11301516406247,103.52957009803275,-13.69810404523467,0.09434526304195404,-0.033721250849449345,-0.15142024408005428,-1.20645376557942,0.36593859358255515,-0.07139850853153669,7.0286441502760715,239.37733130983455,166.20039857210975,0.8291700872586857,0.014192588457407068,8,255,0,-150.44792530701292
0,18,0,-5.862217248951773,0.6188003032978697,0.18727877850919158,-0.0843658366117895,-0.08770166092328688,-0.023637457321217685,-0.1887526911498957,7.913194569434032,104.6945233404385,-7.844843653417968,-0.26855048885426364,-0.053377711542980814,-0.3630663941426356,8.896912829179357,0.6729145795408806,-0.4063293711906669,-7.5097098170208145,116.74766735435819,-17.932847458305417,-0.8683089331963448,0.07671796825400906,-0.20116607896865665,4.582182247716058,-0.32258738209940785,-0.18468574193894496,9.449171384718866,126.74266289883319,165.79885089361426,0.9666969797587054,0.014192588457407068,8,255,0,-149.4738490697152
0,19,0,-6.369736048465123,0.6070266845355112,0.21754055807343212,-0.0707218382034669,-1.4017338045028584,-0.0011370696759309157,-0.18809131291390732,9.928428758716072,125.80060352759205,-10.736794707784151,-1.0976440140691188,0.10633660227841574,-0.3297473686536398,9.476135338718212,0.40879250465941314,-0.13746825850644442,-4.348331774764089,109.18503800604435,1.5433534559400095,0.23498022458732457,-0.13296322029953728,-0.10983715186839758,7.981470329710409,-0.35651956449978506,-0.7783615149730948,-15.162147639777121,233.62390512364072,167.3672361181711,0.8904491667136801,0.014192588457407068,8,255,0,-155.06343472431394
0,20,0,-4.204188245869759,0.6246223737067967,0.19777777892258772,-0.06333144646550086,-1.0564503719702998,-0.03560437247574809,-0.23759881402392324,7.02251688583474,139.75097649069687,-5.773061129680668,-0.5173102013279466,-0.016433493133772743,-0.32783678777349473,8.452136706342614,0.4113033330197292,-0.20033773710722455,-9.595714108469343,106.49924468591499,-5.177186965270277,-0.3567684531527066,-0.22709562169200334,-0.1446743082776239,5.835825435397378,0.12374077440364407,-0.13078470498295763,-10.958793280593774,152.93206593957078,168.6131125842809,0.9509013951452573,0.014192588457407068,8,255,0,-158.97882741326956
0,21,0,-4.324731100140751,0.6868112037889282,0.1486448196936659,-0.052273001770117,-1.1612923200215883,0.032842814443972544,-0.16554190669893565,6.774899911673861,117.4489797653331,-6.5027352456884175,-0.5643238895165877,-0.025903342548008745,-0.33659819996805146,9.158123165905476,0.4366096021880538,-0.17580952501456215,-9.472410022730172,112.51565033513346,-8.90771542774598,-0.4682497064810073,-0.09401917586334614,-0.26686238144221813,6.11092271130301,0.004378763441635976,0.00639831454088852,-7.71076962246263,132.15792020675124,165.24490836544769,0.9090140866863629,0.014192588457407068,7,255,0,-147.29667124026332
0,22,0,-3.7052563602151145,0.5307904291332831,0.1965082485378051,-0.09162214962804534,0.3820418196959119,-0.057247397568838516,-0.2458497258225845,4.701621966095896,154.30973857726497,-8.59729439327522,-1.1969151360790564,0.09809386651128817,-0.35510488391316913,11.667393093800392,0.4297391068922477,-0.07183904416210389,-10.42103685862666,115.67157596204814,-17.675075614450837,0.07393543403421074,-0.08313220552240277,-0.021117611592408613,8.867604808412457,-0.6748684016690366,-0.7863857065780501,12.496100091722148,232.21010630676153,165.1386490207257,0.9741524360588673,0.014192588457407068,8,255,0,-156.467601116755
0,23,0,-4.134070394623805,0.492955376125478,0.20571806909734913,-0.08803050147756951,-0.22417852641028316,-0.048678922063261354,-0.23773550446996766,5.799853889793952,116.71114861782173,-7.368241297851822,-1.1999543606716598,0.09701137857620777,-0.3480662370666941,11.150275941659697,0.37205604319930496,-0.18837308546942383,-10.720406017354383,117.16177486361168,-18.175771678029243,-0.3467735908990126,-0.04791505855826863,-0.011766667766562334,8.92518569483831,-0.7525929910510257,-0.19260343095089555,10.4038539321312,269.8482307392974,166.8560653540976,0.9978902688505813,0.014192588457407068,8,255,0,-156.42831071575125
0,24,0,-3.7009976943211984,0.48833417873903884,0.10960662388292276,-0.051045631489164967,-0.06988115114101177,0.01848522883773287,-0.23564262747813683,4.882633933585003,282.8231373005187,-8.328109555219395,-0.6832567002425569,0.06460556404599704,-0.3068811200079368,7.7513890856386025,0.39546884475727057,0.016893338161788576,-5.832552325229496,120.35770209093887,-12.083916377763806,-0.9793468290769534,0.319620271212245,-0.21822301081483014,9.804640108575231,-0.4561488112777357,-0.9571141026038716,1.4094553337436415,179.2537944306392,168.3516089211525,0.995435846897231,0.014192588457407068,8,255,0,-158.89895208330253
