chain,draw,warmup,alpha_2,beta_2[1],beta_2[2],beta_2[3],coeffs_2[1],coeffs_2[2],coeffs_2[3],coeffs_2[4],coeffs_2[5],kappa_2,alpha_3,beta_3[1],beta_3[2],beta_3[3],coeffs_3[1],coeffs_3[2],coeffs_3[3],coeffs_3[4],coeffs_3[5],kappa_3,alpha_4,beta_4[1],beta_4[2],beta_4[3],coeffs_4[1],coeffs_4[2],coeffs_4[3],coeffs_4[4],coeffs_4[5],kappa_4,lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__
0,0,0,-8.448113036736403,-0.25975021066244786,-0.5871445802557475,0.01804891862404656,2.7074615608878676,0.5846137130909803,-0.05756850593858605,-0.374622138909896,1.5128611169800341,122.61273443284375,15.582099174480298,0.6955453917935382,1.4067730209222438,-0.13334076738261458,-2.6148509138368032,-3.1777617619835263,0.2154354807051891,2.8037842536640896,-6.7504486730718725,107.87398478043154,-1.16240682629084,-1.3899213633180536,0.5543718363343564,0.4704216698036549,0.7381435155026622,-4.65299465800565,0.10043743708454111,-7.237299835371586,12.572133252005878,143.43352105769375,89.58307725150846,0.998154701275657,0.004242299968222557,9,511,0,-79.13514704250694
0,1,0,1.4430318849612869,0.054343222697437125,-0.040307474940690265,0.021617127296846946,2.1799785927375313,-1.6170000000875597,-0.17864515459476843,-1.3858042134101158,-1.3091971699613871,174.90410628014476,25.134157093500484,1.142587626894398,1.8328440323324506,-0.11005149280911224,-3.2985172361625943,-4.440570522429802,0.06388253956602487,2.511592813221011,-11.47550226324865,108.1499433744492,-4.0025593232434975,-2.2180089026832004,0.21157815206115552,0.47094910755186375,0.17544650719724322,-1.168520392687761,-0.24966535160215134,-8.139142164419221,7.690276907743749,100.69935329911486,96.16033218070257,0.980572917652761,0.004242299968222557,10,2047,0,-81.13180692911132
0,2,0,4.876974152808961,0.008462381219605221,0.12017349668339035,-0.04101418842606897,1.6971343740106108,-2.6922745217040194,-0.1852254030611741,0.3739194130219711,-1.84431041050421,105.46398056324594,25.84925210832256,0.9548672527400407,1.568611633326101,-0.1836099849630931,-4.300239128133332,-4.327568312367651,0.1078813057726791,3.420139125429602,-12.285366586490856,100.27124717037232,-20.088965447351203,-3.2558016322593044,-1.0366932351409408,0.6722027129743704,3.6129969268622157,0.026463591269163415,-0.0951341599357277,-11.173427643299242,15.310717584395608,114.01186932809789,93.4562982027453,0.9942648051285153,0.004242299968222557,10,1023,0,-79.8360364725555
0,3,0,1.8743352855420126,0.059903515488241424,0.05991879726402925,-0.011342418254101094,1.711239087925755,-1.8922933301510931,-0.20548852162039039,-1.024078708407454,0.16460604090303055,110.85595689840612,22.619313694711337,0.9863806127128174,1.7903879947865113,-0.10371112088203431,-3.3624389987288903,-3.887656537154614,0.0326365324174403,2.3678223884234706,-9.606707919554616,128.48773532753785,-36.15597315907691,-1.6443592903464817,-0.4743366007895418,0.6554594837501043,7.7890638466787046,-1.0547928367248243,0.3375460665660758,-10.146734133484433,30.80752074370424,103.6083311379988,94.75298604168532,0.914143617708687,0.004242299968222557,10,1023,0,-79.91137354533352
0,4,0,7.026842546078212,0.06192845706170537,0.1365567438604803,-0.03427435354959188,1.7591623023602847,-3.726664289706543,-0.1518466940589472,0.2447568031392993,-1.6930570197152546,119.25863114375555,7.405187881832011,0.7799502215012973,0.8876351971945552,-0.07852676636461348,-1.931550273745117,-0.02870720227532389,0.18081501346301532,2.522224263276355,-7.212465548856265,100.97070221478867,-38.048770215691874,-7.13862126783258,-3.007341514350217,0.7557754958794226,9.430863378931967,4.7958057106732115,-0.43258449606398097,-8.255589420346745,5.872675347887603,112.30237846170763,90.04939845502648,0.9601914757384707,0.004242299968222557,10,1023,0,-77.32382088454555
0,5,0,7.476001299819561,0.040665685975551716,0.26355920474563355,-0.018387483851017593,0.8792341424709078,-2.19074444448753,-0.2853527992689653,-0.8753682166207698,-3.7708388631785468,119.66357304586967,6.262757364294365,0.049720861938901066,0.7674377047384782,-0.036651267400712284,-0.7696224696903115,-1.988918563102578,0.19044464872684555,1.4326503376576882,-2.4985071692257472,124.80138469505859,-6.700615785131473,-0.7054282960520339,0.28714440997511087,0.5660649299083121,2.3517207896269965,-2.7679582797018436,0.09418148181815184,-8.007951524849519,11.994110706865948,104.71608109101604,98.34952912909736,0.9531432907865284,0.004242299968222557,10,2047,0,-75.24201388893192
0,6,0,4.912753588047187,-0.26103021591212033,-0.15788090039502392,-0.038470063338830865,2.5123562119996485,-3.0028168149594774,-0.10028835085105377,0.05743764680141561,-4.107239469499558,105.61384908839116,8.670474793500533,0.4253938403799625,0.9050399603607266,-0.06102732810950419,-1.4851751986264246,-0.22669776738990108,0.029516558615842167,2.6009502525253536,-8.492209795497539,100.92113524833243,-12.989275122493725,-2.8160100133387362,-0.4970146374542621,0.5799082893347441,3.7885081516720676,-0.47246655495152945,-0.19054270573291132,-7.979673162301383,7.6894461592148655,108.53397340839301,92.51242955237385,0.7788369786151038,0.004242299968222557,10,1023,0,-81.63334650473972
0,7,0,10.104288038826581,0.2309810893677161,0.4559200217409335,-0.04167233742145951,-0.04855272226360512,-2.4732835253841756,-0.21427890680021636,-1.1289723813274328,-4.484051569492508,130.99588345643326,11.509226702929352,0.5753607025598086,1.1895935487314606,-0.07627266026257748,-1.5512547959809118,-2.8203158216476845,0.17826951439665523,1.857627548059868,-4.271327506782152,118.33446184378658,-30.765374677061338,-3.0391733679971242,-1.204631053940957,0.7167800514472823,5.922643887320044,2.306748762384495,0.03399368229278766,-10.290861359652995,16.433085285485323,111.15828539388852,94.11116353932887,0.9864996222459724,0.004242299968222557,10,1023,0,-81.88565319096605
0,8,0,5.937585992767593,0.3548414801890228,0.23153460145545754,-0.002751461100880702,1.2056018999914464,-1.6741904860409365,-0.23875867506207285,0.020442340047708146,-4.144042992838225,112.42970186492379,14.505992397496744,0.5570973912511586,1.1400142701327345,-0.09188754785786786,-2.469206344564434,-1.829263258917903,0.02260320975480826,2.5206626534435217,-8.77357222833116,108.08154152275993,-30.80275557436098,-2.726759182958401,-1.0620080165560606,0.6900198798276103,3.2381633772422176,2.9888485156215614,0.06377866510293323,-11.26418030794419,20.594653317146122,109.57521431822462,96.7808944058891,0.9725535076938356,0.004242299968222557,10,1023,0,-80.9543971707787
0,9,0,8.085606750824322,0.08156766090168427,0.16148761382640758,-0.062512817609509,0.7319041846802431,-3.5033382689448227,-0.09259959757520118,-0.6509840083075472,-2.067877750841404,170.61568166968806,31.955952673963075,1.7147940349763433,2.346641354807823,-0.1717396708230811,-4.703197002938711,-6.195347797524811,0.16416050364365015,3.514902259410381,-11.915997329986995,104.19345910129041,-5.252120996666714,-1.6726830501110754,0.22544891304308953,0.5797501542579251,1.5055529102375274,-0.3903241895193887,-0.4365871132105559,-8.066095763196078,6.767502338298766,102.59513431683416,91.05619170823232,0.99473172168928,0.004242299968222557,10,2047,0,-78.76450734583048
