Station Name,Latitude,Longitude,Date,Mean Temperature,Maximum Temperature,Minimum Temperature,Precipitation,Mean Wind Speed
BURAO,+09.517,+045.567,20051019,83.0,89.6,63.5,0.00,5.8
BURAO,+09.517,+045.567,20051023,84.9,91.8,56.5,0.00,10.2
BURAO,+09.517,+045.567,20051024,83.5,93.4,68.0,0.00,4.3
BURAO,+09.517,+045.567,20051026,83.9,95.0,61.5,0.00,6.2
BURAO,+09.517,+045.567,20051027,84.2,89.6,61.5,0.00,4.6
BURAO,+09.517,+045.567,20051029,83.2,91.4,61.0,0.00,3.9
BURAO,+09.517,+045.567,20051030,84.3,95.5,61.3,0.00,3.2
BURAO,+09.517,+045.567,20051031,84.7,96.3,61.7,0.00,6.9
BURAO,+09.517,+045.567,20051102,87.7,95.4,61.3,0.00,9.1
BURAO,+09.517,+045.567,20051109,86.0,93.9,62.4,0.00,4.7
BURAO,+09.517,+045.567,20051110,82.7,93.4,71.6,0.00,8.2
BURAO,+09.517,+045.567,20051112,81.8,91.4,69.8,0.00,4.5
BURAO,+09.517,+045.567,20051113,82.7,92.7,59.5,0.00,6.0
BURAO,+09.517,+045.567,20051114,82.6,95.4,62.2,0.00,5.4
BURAO,+09.517,+045.567,20051116,83.0,93.4,65.8,0.00,5.3
BURAO,+09.517,+045.567,20051120,81.5,89.6,62.8,0.00,3.0
BURAO,+09.517,+045.567,20051121,84.4,92.5,63.1,0.00,6.9
BURAO,+09.517,+045.567,20051122,83.4,89.6,62.8,0.00,7.5
BURAO,+09.517,+045.567,20051123,79.0,89.1,62.1,0.00,15.7
BURAO,+09.517,+045.567,20051128,83.6,90.3,73.4,0.00,10.0
BURAO,+09.517,+045.567,20051204,81.5,86.0,57.7,0.00,12.5
BURAO,+09.517,+045.567,20051205,76.9,89.2,56.5,0.00,10.8
BURAO,+09.517,+045.567,20051206,79.2,85.3,58.5,0.00,12.8
BURAO,+09.517,+045.567,20051213,86.8,90.7,80.6,0.00,9.8
BURAO,+09.517,+045.567,20051214,83.6,95.0,56.3,0.00,6.1
BURAO,+09.517,+045.567,20051215,77.6,92.7,52.7,0.00,5.8
BURAO,+09.517,+045.567,20051218,82.4,93.6,57.0,0.00,5.7
BURAO,+09.517,+045.567,20051219,79.1,89.6,57.0,0.00,9.0
BURAO,+09.517,+045.567,20051220,77.5,87.8,56.5,0.00,7.0
BURAO,+09.517,+045.567,20051222,74.0,80.6,52.3,0.00,8.2
BURAO,+09.517,+045.567,20060102,74.9,82.4,53.6,0.00,8.4
BURAO,+09.517,+045.567,20060107,76.2,84.2,68.4,0.00,9.0
BURAO,+09.517,+045.567,20060111,72.2,80.6,53.2,0.00,8.0
BURAO,+09.517,+045.567,20060118,78.4,86.0,58.8,0.00,15.5
BURAO,+09.517,+045.567,20060119,77.6,86.0,60.6,0.00,6.5
BURAO,+09.517,+045.567,20060122,73.4,80.6,60.1,0.00,3.6
BURAO,+09.517,+045.567,20060129,70.2,73.4,67.6,0.00,7.4
BURAO,+09.517,+045.567,20060214,74.8,80.6,59.4,0.00,9.0
BURAO,+09.517,+045.567,20060215,77.3,86.0,59.7,0.00,6.0
BURAO,+09.517,+045.567,20060216,75.5,80.6,60.3,0.00,5.2
BURAO,+09.517,+045.567,20060221,77.8,87.8,60.4,0.00,6.5
BURAO,+09.517,+045.567,20060222,81.4,102.2,60.8,0.00,7.1
BURAO,+09.517,+045.567,20060223,78.5,84.2,63.1,0.00,5.4
BURAO,+09.517,+045.567,20060226,80.3,84.2,60.3,0.00,7.5
BURAO,+09.517,+045.567,20060301,70.3,75.2,66.2,0.00,8.5
BURAO,+09.517,+045.567,20060302,75.4,80.6,56.8,0.00,6.5
BURAO,+09.517,+045.567,20060306,79.4,87.8,51.3,0.00,5.9
BURAO,+09.517,+045.567,20060308,78.5,84.2,61.3,0.00,11.6
BURAO,+09.517,+045.567,20060405,84.4,89.6,68.4,0.00,9.4
BURAO,+09.517,+045.567,20060410,84.2,89.6,64.2,0.00,8.0
BURAO,+09.517,+045.567,20060413,88.7,94.8,84.2,0.00,6.8
BURAO,+09.517,+045.567,20060510,83.4,87.8,70.3,0.00,5.8
BURAO,+09.517,+045.567,20060515,83.4,86.0,71.6,0.00,8.3
BURAO,+09.517,+045.567,20060529,82.4,87.8,67.1,0.00,13.7
BURAO,+09.517,+045.567,20060619,81.9,87.8,69.8,0.00,11.2
BURAO,+09.517,+045.567,20060621,84.1,95.0,69.4,0.00,
BURAO,+09.517,+045.567,20060624,85.9,98.6,66.6,0.00,16.0
BURAO,+09.517,+045.567,20060627,77.6,82.4,67.3,0.00,15.5
BURAO,+09.517,+045.567,20060703,81.1,86.0,71.6,0.00,13.0
BURAO,+09.517,+045.567,20060710,86.7,91.4,68.9,0.00,15.1
BURAO,+09.517,+045.567,20060711,77.5,82.4,66.9,0.00,15.0
BURAO,+09.517,+045.567,20060712,75.2,80.6,66.4,0.00,16.2
BURAO,+09.517,+045.567,20060713,76.7,84.2,65.5,0.00,14.0
BURAO,+09.517,+045.567,20060717,85.4,97.2,68.5,0.00,12.9
BURAO,+09.517,+045.567,20060724,80.3,87.8,75.2,0.00,13.2
BURAO,+09.517,+045.567,20060731,81.8,91.2,69.1,0.00,15.0
BURAO,+09.517,+045.567,20060807,84.5,89.2,69.6,0.16,13.5
BURAO,+09.517,+045.567,20060814,80.9,86.0,68.7,0.00,13.8
BURAO,+09.517,+045.567,20060815,83.3,86.0,78.8,0.00,11.5
BURAO,+09.517,+045.567,20060817,80.4,87.8,68.7,0.00,12.8
BURAO,+09.517,+045.567,20060820,84.2,95.0,71.2,0.00,14.1
BURAO,+09.517,+045.567,20060822,77.6,82.4,66.6,0.00,11.5
BURAO,+09.517,+045.567,20060823,81.5,86.0,69.6,0.00,10.7
BURAO,+09.517,+045.567,20060829,85.7,96.8,69.8,0.00,11.7
BURAO,+09.517,+045.567,20060830,81.2,86.0,69.6,0.00,13.5
BURAO,+09.517,+045.567,20060904,80.3,89.6,66.4,0.00,13.3
BURAO,+09.517,+045.567,20060906,79.7,84.2,69.8,0.00,
BURAO,+09.517,+045.567,20060911,85.5,93.6,68.2,0.00,10.7
BURAO,+09.517,+045.567,20060913,81.5,86.0,68.7,0.00,11.4
BURAO,+09.517,+045.567,20060914,85.3,95.0,69.3,0.00,12.0
BURAO,+09.517,+045.567,20060917,81.8,86.0,69.3,0.00,12.5
BURAO,+09.517,+045.567,20060918,86.7,91.4,66.9,0.00,9.8
BURAO,+09.517,+045.567,20060928,87.7,95.0,70.3,0.00,7.7
BURAO,+09.517,+045.567,20061003,82.6,86.0,68.9,0.00,9.0
BURAO,+09.517,+045.567,20061008,86.5,91.4,70.3,0.00,9.1
BURAO,+09.517,+045.567,20061009,83.2,86.0,70.9,0.00,8.4
BURAO,+09.517,+045.567,20061011,81.5,86.0,75.2,0.00,12.2
BURAO,+09.517,+045.567,20061107,80.1,88.0,73.0,0.00,7.9
BURAO,+09.517,+045.567,20061210,77.8,85.6,66.2,0.00,11.4
BURAO,+09.517,+045.567,20061211,84.4,87.8,76.5,0.00,5.5
BURAO,+09.517,+045.567,20061212,81.4,96.8,60.6,0.00,6.3
BURAO,+09.517,+045.567,20061213,81.1,84.2,75.2,0.00,6.2
BURAO,+09.517,+045.567,20061218,73.0,77.0,67.5,0.00,11.0
BURAO,+09.517,+045.567,20061220,79.4,87.8,57.0,0.00,10.0
BURAO,+09.517,+045.567,20061221,82.0,86.0,77.0,0.00,10.8
BURAO,+09.517,+045.567,20061225,80.7,90.0,56.7,0.00,3.8
BURAO,+09.517,+045.567,20061226,79.7,86.0,59.2,0.00,6.4
BOSASO,+11.283,+049.183,20050118,82.8,87.8,80.6,0.00,10.4
BOSASO,+11.283,+049.183,20050119,82.6,89.8,73.8,0.00,13.8
BOSASO,+11.283,+049.183,20050124,80.5,84.2,75.2,0.00,8.5
BOSASO,+11.283,+049.183,20050126,81.5,84.2,77.0,0.00,8.4
BOSASO,+11.283,+049.183,20050127,81.2,82.9,74.5,0.00,8.5
BOSASO,+11.283,+049.183,20050128,81.0,84.2,75.2,0.00,8.8
BOSASO,+11.283,+049.183,20050129,79.7,81.3,78.8,0.00,12.2
BOSASO,+11.283,+049.183,20050130,79.1,80.6,68.4,0.00,16.3
BOSASO,+11.283,+049.183,20050131,78.1,80.6,57.6,0.00,14.6
BOSASO,+11.283,+049.183,20050201,78.2,82.4,66.6,0.00,14.1
BOSASO,+11.283,+049.183,20050203,78.4,82.4,65.5,0.00,6.2
BOSASO,+11.283,+049.183,20050205,78.1,82.8,64.0,0.00,6.0
BOSASO,+11.283,+049.183,20050206,77.5,83.1,64.4,0.00,8.6
BOSASO,+11.283,+049.183,20050207,77.6,82.8,64.4,0.00,6.6
BOSASO,+11.283,+049.183,20050208,79.6,82.4,60.6,0.00,7.5
BOSASO,+11.283,+049.183,20050209,84.3,89.6,61.5,0.00,11.8
BOSASO,+11.283,+049.183,20050210,80.7,86.0,68.0,0.00,6.8
BOSASO,+11.283,+049.183,20050212,84.9,87.8,74.1,0.00,11.0
BOSASO,+11.283,+049.183,20050213,84.8,93.6,71.8,0.00,14.8
BOSASO,+11.283,+049.183,20050214,85.1,88.0,80.6,0.00,9.8
BOSASO,+11.283,+049.183,20050223,82.5,82.9,82.4,0.00,11.0
BOSASO,+11.283,+049.183,20050224,82.4,84.2,69.6,0.00,10.3
BOSASO,+11.283,+049.183,20050225,84.7,87.8,82.4,0.00,16.0
BOSASO,+11.283,+049.183,20050303,86.0,89.6,78.8,0.00,9.9
BOSASO,+11.283,+049.183,20050305,88.0,95.9,80.6,0.00,15.6
BOSASO,+11.283,+049.183,20050306,89.7,95.0,79.0,0.00,15.0
BOSASO,+11.283,+049.183,20050307,86.7,89.6,78.6,0.00,8.4
BOSASO,+11.283,+049.183,20050308,85.1,87.8,78.1,0.00,16.6
BOSASO,+11.283,+049.183,20050309,86.9,94.5,77.4,0.00,10.4
BOSASO,+11.283,+049.183,20050310,85.7,89.6,77.9,0.00,10.8
BOSASO,+11.283,+049.183,20050312,85.6,86.4,84.2,0.00,9.7
BOSASO,+11.283,+049.183,20050313,84.8,87.8,78.8,0.00,7.7
BOSASO,+11.283,+049.183,20050314,85.5,87.8,75.4,0.00,6.3
BOSASO,+11.283,+049.183,20050315,85.6,88.3,75.7,0.00,13.1
BOSASO,+11.283,+049.183,20050316,85.6,91.6,68.0,0.00,10.6
BOSASO,+11.283,+049.183,20050317,87.8,93.2,84.2,0.00,10.6
BOSASO,+11.283,+049.183,20050318,85.6,87.8,80.6,0.00,6.0
BOSASO,+11.283,+049.183,20050319,87.2,94.1,77.2,0.00,7.7
BOSASO,+11.283,+049.183,20050320,88.4,93.2,76.5,0.00,10.7
BOSASO,+11.283,+049.183,20050321,87.5,89.6,71.1,0.00,10.3
BOSASO,+11.283,+049.183,20050322,86.0,89.6,77.0,0.00,10.1
BOSASO,+11.283,+049.183,20050323,88.2,89.6,87.8,0.00,10.6
BOSASO,+11.283,+049.183,20050324,87.2,91.4,82.4,0.00,15.0
BOSASO,+11.283,+049.183,20050325,86.4,87.8,86.0,0.00,9.9
BOSASO,+11.283,+049.183,20050326,88.7,90.1,73.6,0.00,8.4
BOSASO,+11.283,+049.183,20050327,90.0,91.4,76.6,0.00,11.7
BOSASO,+11.283,+049.183,20050328,86.9,89.6,73.4,0.00,7.5
BOSASO,+11.283,+049.183,20050329,86.2,87.8,71.8,0.00,9.3
BOSASO,+11.283,+049.183,20050330,86.0,89.6,74.5,0.00,7.1
BOSASO,+11.283,+049.183,20050331,86.6,87.8,73.9,0.00,5.3
BOSASO,+11.283,+049.183,20050402,86.0,87.8,80.6,0.00,7.4
BOSASO,+11.283,+049.183,20050403,84.0,87.8,70.9,0.00,7.6
BOSASO,+11.283,+049.183,20050404,82.8,87.4,66.9,0.00,9.4
BOSASO,+11.283,+049.183,20050405,84.2,87.8,69.3,0.00,10.9
BOSASO,+11.283,+049.183,20050406,84.6,87.8,80.6,0.00,9.4
BOSASO,+11.283,+049.183,20050407,84.7,86.0,77.0,0.00,8.3
BOSASO,+11.283,+049.183,20050408,82.8,87.8,69.8,0.00,7.8
BOSASO,+11.283,+049.183,20050409,87.0,88.7,68.7,0.00,8.1
BOSASO,+11.283,+049.183,20050410,84.9,90.1,71.8,0.00,8.0
BOSASO,+11.283,+049.183,20050411,86.3,87.8,73.9,0.00,13.2
BOSASO,+11.283,+049.183,20050412,85.8,87.8,80.6,0.00,9.2
BOSASO,+11.283,+049.183,20050413,87.3,89.6,77.5,0.00,11.0
BOSASO,+11.283,+049.183,20050414,87.7,87.8,77.4,0.00,7.3
BOSASO,+11.283,+049.183,20050419,91.4,93.2,89.6,0.00,9.0
BOSASO,+11.283,+049.183,20050420,78.8,86.0,71.6,0.00,10.2
BOSASO,+11.283,+049.183,20050423,89.7,95.0,77.4,0.00,9.9
BOSASO,+11.283,+049.183,20050424,90.7,96.8,87.8,0.00,13.5
BOSASO,+11.283,+049.183,20050425,92.3,96.8,89.1,0.00,11.2
BOSASO,+11.283,+049.183,20050426,88.6,92.8,84.2,0.00,11.0
BOSASO,+11.283,+049.183,20050427,90.8,98.8,86.4,0.00,11.3
BOSASO,+11.283,+049.183,20050428,86.0,89.6,79.3,0.00,10.2
BOSASO,+11.283,+049.183,20050430,90.2,93.9,77.0,0.00,6.7
BOSASO,+11.283,+049.183,20050502,89.8,92.3,78.6,0.00,4.9
BOSASO,+11.283,+049.183,20050503,95.0,99.9,82.2,0.00,8.3
BOSASO,+11.283,+049.183,20050504,96.2,99.7,82.8,0.00,8.3
BOSASO,+11.283,+049.183,20050505,90.9,92.3,82.6,0.00,8.0
BOSASO,+11.283,+049.183,20050508,92.1,95.0,80.8,0.00,8.6
BOSASO,+11.283,+049.183,20050509,92.5,95.0,83.3,0.00,10.3
BOSASO,+11.283,+049.183,20050510,91.4,95.0,84.2,0.00,9.4
BOSASO,+11.283,+049.183,20050511,91.5,96.6,81.7,0.00,4.9
BOSASO,+11.283,+049.183,20050512,92.4,93.7,81.1,0.00,8.0
BOSASO,+11.283,+049.183,20050513,95.0,100.4,87.8,0.00,8.6
BOSASO,+11.283,+049.183,20050514,91.4,95.0,89.6,0.00,9.2
BOSASO,+11.283,+049.183,20050515,93.5,95.0,87.8,0.00,9.0
BOSASO,+11.283,+049.183,20050516,94.3,96.8,89.6,0.00,7.7
BOSASO,+11.283,+049.183,20050517,93.6,98.6,89.6,0.00,11.2
BOSASO,+11.283,+049.183,20050518,92.7,96.8,86.0,0.00,7.8
BOSASO,+11.283,+049.183,20050519,97.3,100.4,93.2,0.00,8.5
BOSASO,+11.283,+049.183,20050521,95.0,98.6,91.4,0.00,13.1
BOSASO,+11.283,+049.183,20050523,94.3,98.6,87.8,0.00,10.0
BOSASO,+11.283,+049.183,20050526,92.1,96.8,82.4,0.00,8.4
BOSASO,+11.283,+049.183,20050528,94.4,100.4,87.8,0.00,6.7
BOSASO,+11.283,+049.183,20050529,97.4,102.2,93.2,0.00,9.3
BOSASO,+11.283,+049.183,20050530,95.0,102.2,89.6,0.00,4.0
BOSASO,+11.283,+049.183,20050531,97.1,98.6,96.8,0.00,8.3
BOSASO,+11.283,+049.183,20050601,91.4,95.0,86.0,0.00,6.5
BOSASO,+11.283,+049.183,20050602,95.3,96.8,93.2,0.00,5.6
BOSASO,+11.283,+049.183,20050603,95.9,96.8,93.2,0.00,6.9
BOSASO,+11.283,+049.183,20050605,92.8,102.7,84.2,0.00,9.2
BOSASO,+11.283,+049.183,20050606,95.5,98.6,86.5,0.00,7.4
BOSASO,+11.283,+049.183,20050607,97.5,103.6,85.5,0.00,9.3
BOSASO,+11.283,+049.183,20050610,103.3,109.4,95.0,0.00,9.6
BOSASO,+11.283,+049.183,20050611,101.6,107.6,87.6,0.00,14.8
BOSASO,+11.283,+049.183,20050612,102.8,107.6,89.1,0.00,14.3
BOSASO,+11.283,+049.183,20050613,101.0,107.6,89.6,0.00,14.5
BOSASO,+11.283,+049.183,20050614,101.4,107.2,87.8,0.00,10.5
BOSASO,+11.283,+049.183,20050615,97.4,108.1,87.8,0.00,13.3
BOSASO,+11.283,+049.183,20050616,97.2,104.0,95.0,0.00,11.5
BOSASO,+11.283,+049.183,20050617,95.9,100.4,93.2,0.00,13.7
BOSASO,+11.283,+049.183,20050618,99.3,108.5,86.0,0.00,14.2
BOSASO,+11.283,+049.183,20050619,98.2,106.7,88.7,0.00,17.2
BOSASO,+11.283,+049.183,20050620,98.6,108.7,89.1,0.00,13.6
BOSASO,+11.283,+049.183,20050622,99.4,105.1,88.0,0.00,21.3
BOSASO,+11.283,+049.183,20050623,98.2,104.0,93.2,0.00,13.5
BOSASO,+11.283,+049.183,20050630,99.7,107.6,93.2,0.00,20.5
BOSASO,+11.283,+049.183,20050701,99.5,104.0,95.0,0.00,23.0
BOSASO,+11.283,+049.183,20050704,97.6,108.7,88.2,0.00,21.1
BOSASO,+11.283,+049.183,20050705,97.6,108.7,85.3,0.00,14.8
BOSASO,+11.283,+049.183,20050706,98.5,106.9,81.0,0.00,21.0
BOSASO,+11.283,+049.183,20050708,97.5,102.2,95.0,0.00,11.2
BOSASO,+11.283,+049.183,20050712,100.0,105.8,87.1,0.00,20.1
BOSASO,+11.283,+049.183,20050713,98.6,104.0,83.1,0.00,22.8
BOSASO,+11.283,+049.183,20050714,97.3,105.8,84.2,0.00,19.2
BOSASO,+11.283,+049.183,20050716,98.4,104.0,86.2,0.00,29.5
BOSASO,+11.283,+049.183,20050717,96.3,104.9,86.0,0.00,19.4
BOSASO,+11.283,+049.183,20050718,98.4,108.7,89.6,0.00,16.0
BOSASO,+11.283,+049.183,20050719,97.9,102.2,69.3,0.00,24.0
BOSASO,+11.283,+049.183,20050720,96.5,100.4,88.9,0.00,22.9
BOSASO,+11.283,+049.183,20050721,95.9,100.4,88.3,0.00,16.7
BOSASO,+11.283,+049.183,20050724,97.3,102.2,85.8,0.00,22.2
BOSASO,+11.283,+049.183,20050725,99.6,106.3,95.0,0.00,16.0
BOSASO,+11.283,+049.183,20050726,102.3,109.9,85.6,0.00,13.7
BOSASO,+11.283,+049.183,20050727,92.2,110.8,,0.00,12.7
BOSASO,+11.283,+049.183,20050729,99.5,105.8,91.4,0.00,20.0
BOSASO,+11.283,+049.183,20050730,102.5,110.8,92.5,0.00,10.7
BOSASO,+11.283,+049.183,20050801,99.7,104.7,91.4,0.00,24.5
BOSASO,+11.283,+049.183,20050803,93.3,98.6,87.6,0.00,28.7
BOSASO,+11.283,+049.183,20050807,98.6,102.2,93.2,0.00,25.5
BOSASO,+11.283,+049.183,20050809,98.9,107.6,89.6,0.00,17.8
BOSASO,+11.283,+049.183,20050810,97.5,100.4,93.2,0.00,26.7
BOSASO,+11.283,+049.183,20050811,102.2,107.6,91.4,0.00,16.0
BOSASO,+11.283,+049.183,20050814,101.1,105.8,96.8,0.00,14.2
BOSASO,+11.283,+049.183,20050815,99.3,110.8,87.1,0.00,15.8
BOSASO,+11.283,+049.183,20050816,102.0,106.7,96.8,0.00,15.2
BOSASO,+11.283,+049.183,20050817,99.6,111.6,84.4,0.00,18.9
BOSASO,+11.283,+049.183,20050818,100.2,109.4,85.3,0.00,20.8
BOSASO,+11.283,+049.183,20050819,98.6,104.0,93.2,0.00,19.8
BOSASO,+11.283,+049.183,20050820,97.7,106.3,85.5,0.00,12.6
BOSASO,+11.283,+049.183,20050821,98.6,107.6,83.3,0.00,11.5
BOSASO,+11.283,+049.183,20050823,99.8,104.2,86.5,0.00,8.4
BOSASO,+11.283,+049.183,20050824,96.1,109.0,78.8,0.00,20.3
BOSASO,+11.283,+049.183,20050825,99.5,105.8,95.0,0.00,18.5
BOSASO,+11.283,+049.183,20050828,97.2,109.0,95.0,0.00,13.8
BOSASO,+11.283,+049.183,20050829,98.1,104.0,86.0,0.00,13.6
BOSASO,+11.283,+049.183,20050901,100.0,104.0,95.0,0.00,13.9
BOSASO,+11.283,+049.183,20050903,100.0,104.0,87.6,0.00,8.4
BOSASO,+11.283,+049.183,20050905,103.1,108.1,84.6,0.00,
BOSASO,+11.283,+049.183,20050907,100.4,104.0,82.9,0.00,10.8
BOSASO,+11.283,+049.183,20050911,98.0,109.4,86.7,0.00,9.8
BOSASO,+11.283,+049.183,20050914,98.6,110.1,95.0,0.00,11.5
BOSASO,+11.283,+049.183,20050915,97.9,102.2,88.5,0.00,7.8
BOSASO,+11.283,+049.183,20050918,100.4,104.0,96.8,0.00,13.9
BOSASO,+11.283,+049.183,20050920,99.7,110.8,85.6,0.00,10.4
BOSASO,+11.283,+049.183,20050921,101.4,108.5,83.3,0.00,12.5
BOSASO,+11.283,+049.183,20050924,95.8,105.3,89.6,0.00,9.2
BOSASO,+11.283,+049.183,20050925,96.0,100.4,85.6,0.00,8.4
BOSASO,+11.283,+049.183,20050926,92.2,94.6,89.6,0.00,10.2
BOSASO,+11.283,+049.183,20051001,92.9,93.7,91.4,0.00,10.9
BOSASO,+11.283,+049.183,20051002,91.0,93.2,76.6,0.00,8.0
BOSASO,+11.283,+049.183,20051003,92.1,95.0,76.1,0.00,9.9
BOSASO,+11.283,+049.183,20051004,92.7,101.7,75.9,0.00,9.6
BOSASO,+11.283,+049.183,20051005,95.3,98.6,78.4,0.00,12.7
BOSASO,+11.283,+049.183,20051006,91.3,93.2,75.7,0.00,7.4
BOSASO,+11.283,+049.183,20051007,94.1,96.8,93.2,0.00,8.9
BOSASO,+11.283,+049.183,20051008,93.5,96.8,73.8,0.00,8.2
BOSASO,+11.283,+049.183,20051009,92.1,97.0,77.5,0.00,9.1
BOSASO,+11.283,+049.183,20051010,90.2,93.2,84.2,0.00,9.9
BOSASO,+11.283,+049.183,20051012,91.0,95.0,77.0,0.00,9.2
BOSASO,+11.283,+049.183,20051013,88.0,89.6,79.3,0.00,8.3
BOSASO,+11.283,+049.183,20051015,84.8,89.6,75.2,0.00,8.0
BOSASO,+11.283,+049.183,20051016,85.8,91.0,72.7,0.00,7.4
BOSASO,+11.283,+049.183,20051017,91.3,94.3,78.6,0.00,9.1
BOSASO,+11.283,+049.183,20051019,92.0,98.6,73.8,0.00,12.4
BOSASO,+11.283,+049.183,20051020,86.9,89.6,77.4,0.00,7.7
BOSASO,+11.283,+049.183,20051021,88.7,91.4,80.6,0.00,11.3
BOSASO,+11.283,+049.183,20051022,89.9,91.4,72.9,0.00,
BOSASO,+11.283,+049.183,20051023,87.6,91.6,74.1,0.00,10.4
BOSASO,+11.283,+049.183,20051024,85.9,96.1,78.1,0.00,6.1
BOSASO,+11.283,+049.183,20051025,82.5,90.9,71.8,0.00,7.8
BOSASO,+11.283,+049.183,20051026,83.6,90.7,68.5,0.00,3.8
BOSASO,+11.283,+049.183,20051027,87.2,89.6,71.8,0.00,5.2
BOSASO,+11.283,+049.183,20051029,85.8,91.4,68.7,0.00,5.6
BOSASO,+11.283,+049.183,20051030,83.8,91.8,69.4,0.00,6.2
BOSASO,+11.283,+049.183,20051031,84.1,89.2,70.9,0.00,5.8
BOSASO,+11.283,+049.183,20051102,83.9,89.4,71.2,0.00,5.2
BOSASO,+11.283,+049.183,20051104,87.3,89.6,82.4,0.00,9.9
BOSASO,+11.283,+049.183,20051106,81.1,84.2,78.8,0.00,6.8
BOSASO,+11.283,+049.183,20051108,82.3,87.3,73.2,0.00,7.6
BOSASO,+11.283,+049.183,20051109,82.5,85.3,68.7,0.00,7.7
BOSASO,+11.283,+049.183,20051110,81.1,84.2,78.8,0.00,6.3
BOSASO,+11.283,+049.183,20051112,81.9,86.0,71.4,0.00,5.5
BOSASO,+11.283,+049.183,20051113,81.1,89.6,68.0,0.00,5.2
BOSASO,+11.283,+049.183,20051114,81.8,84.4,73.0,0.00,8.1
BOSASO,+11.283,+049.183,20051115,79.4,91.4,62.6,0.00,7.1
BOSASO,+11.283,+049.183,20051116,81.2,86.5,70.5,0.00,9.6
BOSASO,+11.283,+049.183,20051117,78.8,82.4,71.6,0.00,
BOSASO,+11.283,+049.183,20051119,77.3,82.4,69.1,0.00,4.7
BOSASO,+11.283,+049.183,20051120,80.6,82.4,68.7,0.00,6.0
BOSASO,+11.283,+049.183,20051121,81.5,88.2,79.9,0.00,6.8
BOSASO,+11.283,+049.183,20051122,80.4,82.8,68.2,0.00,8.9
BOSASO,+11.283,+049.183,20051123,79.8,87.6,69.8,0.00,7.0
BOSASO,+11.283,+049.183,20051125,86.0,93.2,82.4,0.00,11.7
BOSASO,+11.283,+049.183,20051129,79.4,83.7,68.9,0.00,9.2
BOSASO,+11.283,+049.183,20051201,78.8,84.2,68.0,0.00,6.9
BOSASO,+11.283,+049.183,20051204,83.3,86.0,77.0,0.00,12.5
BOSASO,+11.283,+049.183,20051205,82.3,87.6,78.8,0.00,10.1
BOSASO,+11.283,+049.183,20051206,79.4,87.8,66.2,0.00,9.0
BOSASO,+11.283,+049.183,20051207,83.8,86.0,68.9,0.00,9.8
BOSASO,+11.283,+049.183,20051210,79.8,88.3,71.6,0.00,5.6
BOSASO,+11.283,+049.183,20051211,81.5,87.1,67.6,0.00,6.4
BOSASO,+11.283,+049.183,20051212,82.5,90.3,68.4,0.00,9.6
BOSASO,+11.283,+049.183,20051213,80.9,91.6,75.2,0.00,10.2
BOSASO,+11.283,+049.183,20051214,81.2,89.6,64.4,0.00,10.0
BOSASO,+11.283,+049.183,20051215,81.6,86.0,68.5,0.00,6.8
BOSASO,+11.283,+049.183,20051219,81.8,88.2,64.2,0.00,8.1
BOSASO,+11.283,+049.183,20051220,79.9,84.2,66.4,0.00,6.6
BOSASO,+11.283,+049.183,20051224,81.7,90.1,68.0,0.00,6.1
BOSASO,+11.283,+049.183,20051226,82.4,86.0,71.4,0.00,10.2
BOSASO,+11.283,+049.183,20051227,81.3,84.2,71.8,0.00,8.4
BOSASO,+11.283,+049.183,20051231,81.6,83.1,78.8,0.00,10.3
BOSASO,+11.283,+049.183,20060101,80.9,82.4,77.0,0.00,10.7
BOSASO,+11.283,+049.183,20060102,78.9,81.3,66.4,0.00,9.7
BOSASO,+11.283,+049.183,20060103,79.5,85.6,66.6,0.00,6.1
BOSASO,+11.283,+049.183,20060104,79.4,82.4,75.2,0.00,9.4
BOSASO,+11.283,+049.183,20060106,77.5,80.6,71.6,0.00,13.0
BOSASO,+11.283,+049.183,20060107,78.5,80.6,69.8,0.00,11.3
BOSASO,+11.283,+049.183,20060108,79.9,80.6,77.0,0.00,8.0
BOSASO,+11.283,+049.183,20060111,79.2,82.4,73.4,0.00,8.3
BOSASO,+11.283,+049.183,20060113,80.2,82.4,73.4,0.00,10.7
BOSASO,+11.283,+049.183,20060114,82.4,84.2,78.8,0.00,8.3
BOSASO,+11.283,+049.183,20060115,80.1,90.7,65.8,0.00,8.6
BOSASO,+11.283,+049.183,20060116,83.1,86.7,66.7,0.00,8.9
BOSASO,+11.283,+049.183,20060119,80.3,84.2,69.6,0.00,6.0
BOSASO,+11.283,+049.183,20060120,78.0,80.6,75.2,0.00,7.6
BOSASO,+11.283,+049.183,20060121,82.4,84.2,71.8,0.00,7.7
BOSASO,+11.283,+049.183,20060122,81.2,84.2,68.4,0.00,4.4
BOSASO,+11.283,+049.183,20060123,79.5,88.7,75.2,0.00,8.0
BOSASO,+11.283,+049.183,20060124,78.3,82.4,68.0,0.00,4.9
BOSASO,+11.283,+049.183,20060125,81.4,86.2,80.6,0.00,10.1
BOSASO,+11.283,+049.183,20060128,78.8,,,0.00,9.5
BOSASO,+11.283,+049.183,20060201,81.5,84.2,77.0,0.00,8.0
BOSASO,+11.283,+049.183,20060202,81.1,84.2,77.0,0.00,10.0
BOSASO,+11.283,+049.183,20060204,81.3,84.2,75.2,0.00,8.0
BOSASO,+11.283,+049.183,20060206,82.9,86.0,77.0,0.00,11.4
