Station,Date,Temperature,Year,Month,Day,Quarter
BERBERA,2005.5260273972603,101.8,2005,7,12,3
BERBERA,2005.5287671232877,98.6,2005,7,13,3
BERBERA,2005.5397260273974,97.6,2005,7,17,3
BERBERA,2005.5424657534247,97.9,2005,7,18,3
BERBERA,2005.545205479452,101.2,2005,7,19,3
BERBERA,2005.5479452054794,100.0,2005,7,20,3
BERBERA,2005.5616438356165,98.1,2005,7,25,3
BERBERA,2005.5808219178082,95.1,2005,8,1,3
BERBERA,2005.5835616438355,100.9,2005,8,2,3
BERBERA,2005.5863013698631,100.6,2005,8,3,3
BERBERA,2005.5972602739726,98.0,2005,8,7,3
BERBERA,2005.6,99.3,2005,8,8,3
BERBERA,2005.6027397260275,104.3,2005,8,9,3
BERBERA,2005.6054794520549,100.1,2005,8,10,3
BERBERA,2005.6082191780822,99.5,2005,8,11,3
BERBERA,2005.6164383561643,102.8,2005,8,14,3
BERBERA,2005.6191780821919,103.6,2005,8,15,3
BERBERA,2005.6219178082192,103.2,2005,8,16,3
BERBERA,2005.6246575342466,101.1,2005,8,17,3
BERBERA,2005.6301369863013,100.8,2005,8,19,3
BERBERA,2005.6356164383562,98.1,2005,8,21,3
BERBERA,2005.6383561643836,101.1,2005,8,22,3
BERBERA,2005.641095890411,98.6,2005,8,23,3
BERBERA,2005.654794520548,101.0,2005,8,28,3
BERBERA,2005.6575342465753,98.8,2005,8,29,3
BERBERA,2005.6602739726027,100.6,2005,8,30,3
BERBERA,2005.6657534246576,99.0,2005,9,1,3
BERBERA,2005.676712328767,104.2,2005,9,5,3
BERBERA,2005.6794520547944,99.1,2005,9,6,3
BERBERA,2005.682191780822,100.5,2005,9,7,3
BERBERA,2005.6931506849314,99.9,2005,9,11,3
BERBERA,2005.6986301369864,104.5,2005,9,13,3
BERBERA,2005.7013698630137,101.3,2005,9,14,3
BERBERA,2005.704109589041,98.3,2005,9,15,3
BERBERA,2005.7123287671234,101.3,2005,9,18,3
BERBERA,2005.7150684931507,104.8,2005,9,19,3
BERBERA,2005.717808219178,96.8,2005,9,20,3
BERBERA,2005.7205479452055,103.3,2005,9,21,3
BERBERA,2005.7232876712328,98.6,2005,9,22,3
BERBERA,2005.7287671232878,104.0,2005,9,24,3
BERBERA,2005.731506849315,97.3,2005,9,25,3
BERBERA,2005.7342465753425,93.8,2005,9,26,3
BERBERA,2005.7369863013698,91.9,2005,9,27,3
BERBERA,2005.7561643835616,95.6,2005,10,4,4
BERBERA,2005.7589041095891,92.4,2005,10,5,4
BERBERA,2005.772602739726,89.3,2005,10,10,4
BERBERA,2005.7753424657535,87.1,2005,10,11,4
BERBERA,2005.7780821917809,88.0,2005,10,12,4
BERBERA,2005.7808219178082,91.5,2005,10,13,4
BERBERA,2005.7890410958903,88.9,2005,10,16,4
BERBERA,2005.7917808219179,90.7,2005,10,17,4
BERBERA,2005.7945205479452,90.0,2005,10,18,4
BERBERA,2005.7972602739726,86.1,2005,10,19,4
BERBERA,2005.8,89.1,2005,10,20,4
BERBERA,2005.8082191780823,88.9,2005,10,23,4
BERBERA,2005.8109589041096,86.6,2005,10,24,4
BERBERA,2005.813698630137,87.4,2005,10,25,4
BERBERA,2005.8164383561643,87.5,2005,10,26,4
BERBERA,2005.8191780821917,90.8,2005,10,27,4
BERBERA,2005.827397260274,87.1,2005,10,30,4
BERBERA,2005.8301369863013,93.6,2005,10,31,4
BERBERA,2005.835616438356,86.8,2005,11,2,4
BERBERA,2005.8438356164384,89.2,2005,11,5,4
BERBERA,2005.8465753424657,87.4,2005,11,6,4
BERBERA,2005.8520547945207,87.9,2005,11,8,4
BERBERA,2005.854794520548,89.5,2005,11,9,4
BERBERA,2005.8575342465754,86.9,2005,11,10,4
BERBERA,2005.86301369863,83.7,2005,11,12,4
BERBERA,2005.8657534246574,82.1,2005,11,13,4
BERBERA,2005.868493150685,87.2,2005,11,14,4
BERBERA,2005.8712328767124,86.4,2005,11,15,4
BERBERA,2005.8739726027397,87.6,2005,11,16,4
BERBERA,2005.876712328767,86.8,2005,11,17,4
BERBERA,2005.8849315068494,85.7,2005,11,20,4
BERBERA,2005.8876712328768,85.3,2005,11,21,4
BERBERA,2005.890410958904,85.0,2005,11,22,4
BERBERA,2005.8931506849315,83.8,2005,11,23,4
BERBERA,2005.8958904109588,85.9,2005,11,24,4
BERBERA,2005.8986301369864,81.1,2005,11,25,4
BERBERA,2005.9068493150685,84.5,2005,11,28,4
BERBERA,2005.9150684931508,82.1,2005,12,1,4
BERBERA,2005.9232876712329,79.9,2005,12,4,4
BERBERA,2005.9260273972602,82.4,2005,12,5,4
BERBERA,2005.9287671232876,82.0,2005,12,6,4
BERBERA,2005.9315068493152,85.6,2005,12,7,4
BERBERA,2005.9369863013699,84.7,2005,12,9,4
BERBERA,2005.9424657534246,86.2,2005,12,11,4
BERBERA,2005.945205479452,82.1,2005,12,12,4
BERBERA,2005.9479452054795,79.2,2005,12,13,4
BERBERA,2005.9506849315069,81.7,2005,12,14,4
BERBERA,2005.9534246575342,83.5,2005,12,15,4
BERBERA,2005.9616438356165,83.4,2005,12,18,4
BERBERA,2005.964383561644,82.9,2005,12,19,4
BERBERA,2005.9671232876713,81.8,2005,12,20,4
BERBERA,2005.972602739726,84.3,2005,12,22,4
BERBERA,2005.978082191781,81.5,2005,12,24,4
BERBERA,2005.9835616438356,85.6,2005,12,26,4
BERBERA,2005.986301369863,80.1,2005,12,27,4
BERBERA,2005.9890410958903,81.1,2005,12,28,4
BERBERA,2006.0,81.1,2006,1,1,1
BERBERA,2006.0027397260274,79.2,2006,1,2,1
BERBERA,2006.0054794520547,75.6,2006,1,3,1
BERBERA,2006.0082191780823,80.3,2006,1,4,1
BERBERA,2006.0109589041097,78.9,2006,1,5,1
BERBERA,2006.013698630137,81.0,2006,1,6,1
BERBERA,2006.0191780821917,80.6,2006,1,8,1
BERBERA,2006.027397260274,77.0,2006,1,11,1
BERBERA,2006.0383561643835,83.1,2006,1,15,1
BERBERA,2006.041095890411,84.4,2006,1,16,1
BERBERA,2006.0465753424658,83.4,2006,1,18,1
BERBERA,2006.0575342465754,81.9,2006,1,22,1
BERBERA,2006.0602739726028,82.4,2006,1,23,1
BERBERA,2006.0630136986301,79.4,2006,1,24,1
BERBERA,2006.0657534246575,80.4,2006,1,25,1
BERBERA,2006.0684931506848,80.4,2006,1,26,1
BERBERA,2006.0712328767124,77.4,2006,1,27,1
BERBERA,2006.0767123287671,82.8,2006,1,29,1
BERBERA,2006.0794520547945,82.0,2006,1,30,1
BERBERA,2006.0849315068492,80.7,2006,2,1,1
BERBERA,2006.0876712328768,80.6,2006,2,2,1
BERBERA,2006.0931506849315,80.6,2006,2,4,1
BERBERA,2006.0958904109589,83.1,2006,2,5,1
BERBERA,2006.0986301369862,83.0,2006,2,6,1
BERBERA,2006.1013698630136,83.6,2006,2,7,1
BERBERA,2006.1041095890412,81.9,2006,2,8,1
BERBERA,2006.1068493150685,83.3,2006,2,9,1
BERBERA,2006.109589041096,83.3,2006,2,10,1
BERBERA,2006.1150684931506,80.6,2006,2,12,1
BERBERA,2006.1178082191782,83.4,2006,2,13,1
BERBERA,2006.1205479452055,84.1,2006,2,14,1
BERBERA,2006.123287671233,83.6,2006,2,15,1
BERBERA,2006.1260273972603,85.0,2006,2,16,1
BERBERA,2006.1342465753426,80.7,2006,2,19,1
BERBERA,2006.1397260273973,83.4,2006,2,21,1
BERBERA,2006.1424657534246,83.4,2006,2,22,1
BERBERA,2006.145205479452,82.3,2006,2,23,1
BERBERA,2006.150684931507,84.4,2006,2,25,1
BERBERA,2006.1534246575343,80.9,2006,2,26,1
BERBERA,2006.158904109589,82.3,2006,2,28,1
BERBERA,2006.1616438356164,83.3,2006,3,1,1
BERBERA,2006.164383561644,82.4,2006,3,2,1
BERBERA,2006.1671232876713,83.8,2006,3,3,1
BERBERA,2006.1698630136987,78.8,2006,3,4,1
BERBERA,2006.172602739726,82.8,2006,3,5,1
BERBERA,2006.1753424657534,83.2,2006,3,6,1
BERBERA,2006.1808219178083,84.1,2006,3,8,1
BERBERA,2006.1835616438357,82.3,2006,3,9,1
BERBERA,2006.2547945205479,88.3,2006,4,4,2
BERBERA,2006.2575342465752,87.2,2006,4,5,2
BERBERA,2006.268493150685,86.8,2006,4,9,2
BERBERA,2006.2712328767122,86.8,2006,4,10,2
BERBERA,2006.2794520547945,90.2,2006,4,13,2
BERBERA,2006.2904109589042,88.2,2006,4,17,2
BERBERA,2006.2931506849316,87.7,2006,4,18,2
BERBERA,2006.295890410959,87.7,2006,4,19,2
BERBERA,2006.3013698630136,89.6,2006,4,21,2
BERBERA,2006.304109589041,86.0,2006,4,22,2
BERBERA,2006.3068493150686,88.3,2006,4,23,2
BERBERA,2006.309589041096,89.3,2006,4,24,2
BERBERA,2006.3123287671233,90.2,2006,4,25,2
BERBERA,2006.3150684931506,88.3,2006,4,26,2
BERBERA,2006.317808219178,89.6,2006,4,27,2
BERBERA,2006.323287671233,90.7,2006,4,29,2
BERBERA,2006.3260273972603,93.0,2006,4,30,2
BERBERA,2006.3287671232877,90.9,2006,5,1,2
BERBERA,2006.33698630137,82.9,2006,5,4,2
BERBERA,2006.3506849315067,96.2,2006,5,9,2
BERBERA,2006.3534246575343,92.8,2006,5,10,2
BERBERA,2006.358904109589,92.3,2006,5,12,2
BERBERA,2006.3616438356164,90.7,2006,5,13,2
BERBERA,2006.3671232876711,96.2,2006,5,15,2
BERBERA,2006.372602739726,94.7,2006,5,17,2
BERBERA,2006.3808219178081,95.9,2006,5,20,2
BERBERA,2006.3835616438357,94.2,2006,5,21,2
BERBERA,2006.3890410958904,96.8,2006,5,23,2
BERBERA,2006.3917808219178,100.7,2006,5,24,2
BERBERA,2006.3945205479451,103.0,2006,5,25,2
BERBERA,2006.3972602739725,101.8,2006,5,26,2
BERBERA,2006.4,104.0,2006,5,27,2
BERBERA,2006.4027397260274,106.6,2006,5,28,2
BERBERA,2006.4054794520548,106.3,2006,5,29,2
BERBERA,2006.4109589041095,109.3,2006,5,31,2
BERBERA,2006.4136986301369,100.9,2006,6,1,2
BERBERA,2006.4164383561645,101.8,2006,6,2,2
BERBERA,2006.4191780821918,99.0,2006,6,3,2
BERBERA,2006.4219178082192,104.1,2006,6,4,2
BERBERA,2006.4246575342465,105.7,2006,6,5,2
BERBERA,2006.427397260274,101.3,2006,6,6,2
BERBERA,2006.4301369863015,104.1,2006,6,7,2
BERBERA,2006.4328767123288,101.0,2006,6,8,2
BERBERA,2006.4356164383562,100.1,2006,6,9,2
BERBERA,2006.4438356164383,97.4,2006,6,12,2
BERBERA,2006.4465753424658,98.3,2006,6,13,2
BERBERA,2006.4493150684932,99.1,2006,6,14,2
BERBERA,2006.454794520548,100.0,2006,6,16,2
BERBERA,2006.4575342465753,98.2,2006,6,17,2
BERBERA,2006.4602739726026,100.3,2006,6,18,2
BERBERA,2006.4630136986302,101.9,2006,6,19,2
BERBERA,2006.4657534246576,106.6,2006,6,20,2
BERBERA,2006.468493150685,100.4,2006,6,21,2
BERBERA,2006.4712328767123,104.2,2006,6,22,2
BERBERA,2006.4739726027397,104.9,2006,6,23,2
BERBERA,2006.4767123287672,102.2,2006,6,24,2
BERBERA,2006.4794520547946,103.2,2006,6,25,2
BERBERA,2006.482191780822,103.7,2006,6,26,2
BERBERA,2006.4849315068493,105.1,2006,6,27,2
BERBERA,2006.4876712328767,109.6,2006,6,28,2
BERBERA,2006.490410958904,105.2,2006,6,29,2
BERBERA,2006.4931506849316,105.8,2006,6,30,2
BERBERA,2006.495890410959,100.4,2006,7,1,3
BERBERA,2006.4986301369863,101.6,2006,7,2,3
BERBERA,2006.5013698630137,107.2,2006,7,3,3
BERBERA,2006.504109589041,101.0,2006,7,4,3
BERBERA,2006.5068493150684,104.1,2006,7,5,3
BERBERA,2006.509589041096,101.3,2006,7,6,3
BERBERA,2006.5150684931507,102.2,2006,7,8,3
BERBERA,2006.5205479452054,105.8,2006,7,10,3
BERBERA,2006.5232876712328,99.9,2006,7,11,3
BERBERA,2006.5260273972603,99.5,2006,7,12,3
BERBERA,2006.5287671232877,99.2,2006,7,13,3
BERBERA,2006.531506849315,102.2,2006,7,14,3
BERBERA,2006.5342465753424,101.8,2006,7,15,3
BERBERA,2006.5369863013698,99.2,2006,7,16,3
BERBERA,2006.5397260273974,102.9,2006,7,17,3
BERBERA,2006.5424657534247,103.3,2006,7,18,3
BERBERA,2006.545205479452,104.6,2006,7,19,3
BERBERA,2006.5479452054794,104.1,2006,7,20,3
BERBERA,2006.5506849315068,102.7,2006,7,21,3
BERBERA,2006.5561643835617,103.2,2006,7,23,3
BERBERA,2006.558904109589,103.8,2006,7,24,3
BERBERA,2006.5616438356165,100.5,2006,7,25,3
BERBERA,2006.5643835616438,100.5,2006,7,26,3
BERBERA,2006.572602739726,96.8,2006,7,29,3
BERBERA,2006.5753424657535,105.4,2006,7,30,3
BERBERA,2006.5780821917808,102.4,2006,7,31,3
BERBERA,2006.5808219178082,101.0,2006,8,1,3
BERBERA,2006.5835616438355,99.9,2006,8,2,3
BERBERA,2006.5945205479452,100.2,2006,8,6,3
BERBERA,2006.5972602739726,100.9,2006,8,7,3
BERBERA,2006.6,97.7,2006,8,8,3
BERBERA,2006.6027397260275,96.5,2006,8,9,3
BERBERA,2006.6054794520549,97.3,2006,8,10,3
BERBERA,2006.6082191780822,93.9,2006,8,11,3
BERBERA,2006.6109589041096,95.7,2006,8,12,3
BERBERA,2006.6164383561643,102.6,2006,8,14,3
BERBERA,2006.6191780821919,90.5,2006,8,15,3
BERBERA,2006.6219178082192,98.1,2006,8,16,3
BERBERA,2006.6246575342466,97.4,2006,8,17,3
BERBERA,2006.627397260274,100.9,2006,8,18,3
BERBERA,2006.6301369863013,100.4,2006,8,19,3
BERBERA,2006.6328767123289,103.1,2006,8,20,3
BERBERA,2006.6356164383562,101.9,2006,8,21,3
BERBERA,2006.6383561643836,102.7,2006,8,22,3
BERBERA,2006.641095890411,102.2,2006,8,23,3
BERBERA,2006.6438356164383,104.5,2006,8,24,3
BERBERA,2006.6465753424657,101.3,2006,8,25,3
BERBERA,2006.6493150684933,98.2,2006,8,26,3
BERBERA,2006.6520547945206,99.3,2006,8,27,3
BERBERA,2006.654794520548,104.1,2006,8,28,3
BERBERA,2006.6575342465753,106.0,2006,8,29,3
BERBERA,2006.6602739726027,104.3,2006,8,30,3
BERBERA,2006.66301369863,102.1,2006,8,31,3
BERBERA,2006.6712328767123,98.6,2006,9,3,3
BERBERA,2006.6739726027397,98.8,2006,9,4,3
BERBERA,2006.6794520547944,98.3,2006,9,6,3
BERBERA,2006.682191780822,100.4,2006,9,7,3
BERBERA,2006.6849315068494,97.2,2006,9,8,3
BERBERA,2006.6876712328767,91.1,2006,9,9,3
BERBERA,2006.690410958904,101.9,2006,9,10,3
BERBERA,2006.6931506849314,101.4,2006,9,11,3
BERBERA,2006.695890410959,102.1,2006,9,12,3
BERBERA,2006.6986301369864,102.5,2006,9,13,3
BERBERA,2006.7013698630137,104.1,2006,9,14,3
BERBERA,2006.704109589041,98.6,2006,9,15,3
BERBERA,2006.7095890410958,102.3,2006,9,17,3
BERBERA,2006.7123287671234,101.6,2006,9,18,3
BERBERA,2006.7150684931507,100.6,2006,9,19,3
BERBERA,2006.717808219178,94.6,2006,9,20,3
BERBERA,2006.7287671232878,99.2,2006,9,24,3
BERBERA,2006.731506849315,101.5,2006,9,25,3
BERBERA,2006.7342465753425,96.1,2006,9,26,3
BERBERA,2006.7397260273972,92.2,2006,9,28,3
BERBERA,2006.7424657534248,90.3,2006,9,29,3
BERBERA,2006.7534246575342,92.6,2006,10,3,4
BERBERA,2006.7561643835616,92.8,2006,10,4,4
BERBERA,2006.7589041095891,93.7,2006,10,5,4
BERBERA,2006.7643835616439,93.6,2006,10,7,4
BERBERA,2006.7671232876712,92.4,2006,10,8,4
BERBERA,2006.7698630136986,96.1,2006,10,9,4
BERBERA,2006.7753424657535,93.7,2006,10,11,4
BERBERA,2006.7808219178082,86.9,2006,10,13,4
BERBERA,2006.786301369863,90.0,2006,10,15,4
BERBERA,2006.7917808219179,85.5,2006,10,17,4
BERBERA,2006.7945205479452,84.6,2006,10,18,4
BERBERA,2006.7972602739726,87.9,2006,10,19,4
BERBERA,2006.8,87.4,2006,10,20,4
BERBERA,2006.805479452055,88.7,2006,10,22,4
BERBERA,2006.8082191780823,89.2,2006,10,23,4
BERBERA,2006.813698630137,89.1,2006,10,25,4
BERBERA,2006.8164383561643,83.6,2006,10,26,4
BERBERA,2006.8219178082193,86.0,2006,10,28,4
BERBERA,2006.8246575342466,86.7,2006,10,29,4
BERBERA,2006.827397260274,85.6,2006,10,30,4
BERBERA,2006.8301369863013,84.8,2006,10,31,4
BERBERA,2006.835616438356,87.0,2006,11,2,4
BERBERA,2006.8383561643836,89.6,2006,11,3,4
BERBERA,2006.8438356164384,89.6,2006,11,5,4
BERBERA,2006.8465753424657,87.7,2006,11,6,4
BERBERA,2006.849315068493,84.3,2006,11,7,4
BERBERA,2006.8520547945207,87.3,2006,11,8,4
BERBERA,2006.8575342465754,87.8,2006,11,10,4
BERBERA,2006.8602739726027,86.0,2006,11,11,4
BERBERA,2006.86301369863,86.9,2006,11,12,4
BERBERA,2006.8657534246574,88.4,2006,11,13,4
BERBERA,2006.8712328767124,86.7,2006,11,15,4
BERBERA,2006.9013698630138,83.0,2006,11,26,4
BERBERA,2006.9041095890411,84.2,2006,11,27,4
BERBERA,2006.9068493150685,84.7,2006,11,28,4
BERBERA,2006.9095890410958,82.2,2006,11,29,4
BERBERA,2006.9123287671232,78.4,2006,11,30,4
BERBERA,2006.9178082191781,88.7,2006,12,2,4
BERBERA,2006.9232876712329,86.1,2006,12,4,4
BERBERA,2006.9260273972602,85.3,2006,12,5,4
BERBERA,2006.9315068493152,83.9,2006,12,7,4
BERBERA,2006.9342465753425,81.7,2006,12,8,4
BERBERA,2006.9397260273972,83.3,2006,12,10,4
BERBERA,2006.9424657534246,84.3,2006,12,11,4
