Region,Date,Fatalities,Year,Month,Day,Quarter
Banadir,2017.8,0,2017,10,20,4
Banadir,2017.8027397260273,0,2017,10,21,4
Banadir,2017.8027397260273,0,2017,10,21,4
Banadir,2017.8027397260273,1,2017,10,21,4
Banadir,2017.805479452055,1,2017,10,22,4
Banadir,2017.8082191780823,3,2017,10,23,4
Banadir,2017.8109589041096,1,2017,10,24,4
Banadir,2017.8109589041096,1,2017,10,24,4
Banadir,2017.8109589041096,1,2017,10,24,4
Banadir,2017.813698630137,1,2017,10,25,4
Banadir,2017.813698630137,3,2017,10,25,4
Banadir,2017.813698630137,1,2017,10,25,4
Banadir,2017.813698630137,1,2017,10,25,4
Banadir,2017.813698630137,3,2017,10,25,4
Banadir,2017.813698630137,1,2017,10,25,4
Banadir,2017.813698630137,1,2017,10,25,4
Banadir,2017.8164383561643,1,2017,10,26,4
Banadir,2017.8219178082193,1,2017,10,28,4
Banadir,2017.8219178082193,1,2017,10,28,4
Banadir,2017.8219178082193,1,2017,10,28,4
Banadir,2017.8219178082193,27,2017,10,28,4
Banadir,2017.8219178082193,2,2017,10,28,4
Banadir,2017.827397260274,1,2017,10,30,4
Banadir,2017.8301369863013,2,2017,10,31,4
Banadir,2017.8301369863013,1,2017,10,31,4
Banadir,2017.8328767123287,1,2017,11,1,4
Banadir,2017.835616438356,0,2017,11,2,4
Banadir,2017.8383561643836,1,2017,11,3,4
Banadir,2017.8383561643836,1,2017,11,3,4
Banadir,2017.841095890411,1,2017,11,4,4
Banadir,2017.8438356164384,1,2017,11,5,4
Banadir,2017.8465753424657,0,2017,11,6,4
Banadir,2017.8465753424657,1,2017,11,6,4
Banadir,2017.8520547945207,0,2017,11,8,4
Banadir,2017.854794520548,1,2017,11,9,4
Banadir,2017.854794520548,0,2017,11,9,4
Banadir,2017.854794520548,0,2017,11,9,4
Banadir,2017.854794520548,0,2017,11,9,4
Banadir,2017.86301369863,1,2017,11,12,4
Banadir,2017.86301369863,1,2017,11,12,4
Banadir,2017.8657534246574,0,2017,11,13,4
Banadir,2017.8657534246574,1,2017,11,13,4
Banadir,2017.8657534246574,1,2017,11,13,4
Banadir,2017.8657534246574,1,2017,11,13,4
Banadir,2017.868493150685,1,2017,11,14,4
Banadir,2017.868493150685,0,2017,11,14,4
Banadir,2017.8739726027397,0,2017,11,16,4
Banadir,2017.8739726027397,1,2017,11,16,4
Banadir,2017.8739726027397,0,2017,11,16,4
Banadir,2017.8794520547945,0,2017,11,18,4
Banadir,2017.8821917808218,1,2017,11,19,4
Banadir,2017.8821917808218,0,2017,11,19,4
Banadir,2017.890410958904,2,2017,11,22,4
Banadir,2017.890410958904,1,2017,11,22,4
Banadir,2017.890410958904,1,2017,11,22,4
Banadir,2017.890410958904,1,2017,11,22,4
Banadir,2017.8931506849315,1,2017,11,23,4
Banadir,2017.8931506849315,1,2017,11,23,4
Banadir,2017.8958904109588,0,2017,11,24,4
Banadir,2017.8986301369864,3,2017,11,25,4
Banadir,2017.8986301369864,0,2017,11,25,4
Banadir,2017.9013698630138,0,2017,11,26,4
Banadir,2017.9041095890411,1,2017,11,27,4
Banadir,2017.9041095890411,1,2017,11,27,4
Banadir,2017.9068493150685,1,2017,11,28,4
Banadir,2017.9068493150685,0,2017,11,28,4
Banadir,2017.9123287671232,1,2017,11,30,4
Banadir,2017.9123287671232,1,2017,11,30,4
Banadir,2017.9123287671232,1,2017,11,30,4
Banadir,2017.9150684931508,0,2017,12,1,4
Banadir,2017.9205479452055,0,2017,12,3,4
Banadir,2017.9232876712329,3,2017,12,4,4
Banadir,2017.9232876712329,0,2017,12,4,4
Banadir,2017.9287671232876,1,2017,12,6,4
Banadir,2017.9287671232876,0,2017,12,6,4
Banadir,2017.9342465753425,0,2017,12,8,4
Banadir,2017.9342465753425,0,2017,12,8,4
Banadir,2017.9342465753425,0,2017,12,8,4
Banadir,2017.9369863013699,1,2017,12,9,4
Banadir,2017.9369863013699,3,2017,12,9,4
Banadir,2017.9369863013699,2,2017,12,9,4
Banadir,2017.9397260273972,1,2017,12,10,4
Banadir,2017.9397260273972,2,2017,12,10,4
Banadir,2017.9397260273972,1,2017,12,10,4
Banadir,2017.9424657534246,1,2017,12,11,4
Banadir,2017.9424657534246,0,2017,12,11,4
Banadir,2017.9424657534246,2,2017,12,11,4
Banadir,2017.945205479452,1,2017,12,12,4
Banadir,2017.945205479452,1,2017,12,12,4
Banadir,2017.945205479452,1,2017,12,12,4
Banadir,2017.9479452054795,0,2017,12,13,4
Banadir,2017.9506849315069,18,2017,12,14,4
Banadir,2017.9534246575342,1,2017,12,15,4
Banadir,2017.958904109589,5,2017,12,17,4
Banadir,2017.9698630136986,0,2017,12,21,4
Banadir,2017.9698630136986,0,2017,12,21,4
Banadir,2017.9698630136986,0,2017,12,21,4
Banadir,2017.972602739726,3,2017,12,22,4
Banadir,2017.972602739726,10,2017,12,22,4
Banadir,2017.9753424657533,0,2017,12,23,4
Banadir,2017.9753424657533,0,2017,12,23,4
Banadir,2017.9753424657533,1,2017,12,23,4
Banadir,2017.9753424657533,0,2017,12,23,4
Banadir,2017.9808219178083,0,2017,12,25,4
Banadir,2017.986301369863,1,2017,12,27,4
Banadir,2017.9917808219177,0,2017,12,29,4
Banadir,2017.9917808219177,1,2017,12,29,4
Banadir,2017.9945205479453,0,2017,12,30,4
Banadir,2017.9945205479453,2,2017,12,30,4
Banadir,2017.9945205479453,0,2017,12,30,4
